player,day,mean,variance,run_number
p,75,-305.66429495176703,1764.5911011168541,0
p,76,-306.310315507713,1763.1486302344238,0
p,77,-306.6433621208487,1761.7821228477935,0
p,78,-306.6642943266082,1760.488563782043,0
p,79,-306.949104749133,1759.264267361419,0
p,80,-306.9229278560981,1758.1064818782897,0
p,81,-306.5860326630555,1757.0118152308246,0
p,82,-306.51382294206803,1755.9762554181195,0
p,83,-306.13084565458877,1754.9966914289575,0
p,84,-306.01242872695286,1754.069367879745,0
p,85,-306.15868931691165,1753.191409830437,0
p,86,-305.99453409201715,1752.3608015149186,0
p,87,-305.5200049373673,1751.574862220111,0
p,88,-305.310278988947,1750.8302435407718,0
p,89,-305.3653231024594,1750.124429965942,0
p,90,-305.6855400479647,1749.4557322812773,0
p,91,-305.6961231882361,1748.8232455114817,0
p,92,-305.9730485821955,1748.2253764881593,0
p,93,-305.941438753029,1747.6612812145943,0
p,94,-306.1772003911417,1747.1294670585319,0
p,95,-306.1053885345041,1746.6291586771558,0
p,96,-305.72619742171366,1746.1589658152732,0
p,97,-305.07807361183757,1745.7182250773485,0
p,98,-304.73638329476523,1745.3058429586335,0
p,99,-304.12570567481913,1744.9201581078742,0
p,100,-303.245822446703,1744.5601780096383,0
p,101,-302.67171730505476,1744.225555530087,0
p,102,-302.4032322245598,1743.9153786358377,0
p,103,-302.44071357761686,1743.6281847709934,0
p,104,-302.2093662000241,1743.3619194134028,0
p,105,-302.2852438046783,1743.1151547195939,0
p,106,-302.0936140308096,1742.8858073804051,0
p,107,-302.21059579697436,1742.672440557814,0
p,108,-302.0615238268291,1742.4728923199757,0
p,109,-301.64694050144413,1742.2856689207867,0
p,110,-300.96695085332243,1742.1099873163535,0
p,111,-300.0212228134882,1741.9457815070014,0
p,112,-299.38463270540683,1741.7936728682175,0
p,113,-298.48127351801884,1741.6535429843195,0
p,114,-297.31044474324796,1741.5259388001366,0
p,115,-296.4466507694044,1741.412012013281,0
p,116,-295.88925575124694,1741.3122223386667,0
p,117,-295.6381292887444,1741.2264072821354,0
p,118,-295.118000028703,1741.153795703359,0
p,119,-294.3287990690764,1741.094237191512,0
p,120,-293.27001353072944,1741.0481952792088,0
p,121,-291.94068541135437,1741.0167027131565,0
p,122,-290.91505575389965,1741.001278072376,0
p,123,-289.61657416035206,1741.0028416852085,0
p,124,-288.0438851829243,1741.0227485166324,0
p,125,-286.1951792444395,1741.0626671837538,0
p,126,-284.64383531612845,1741.1244162212881,0
p,127,-283.38807725692925,1741.2092714482508,0
p,128,-281.8509715711264,1741.3181535605315,0
p,129,-280.6064110402896,1741.452108811284,0
p,130,-279.65312646371353,1741.6119443696155,0
p,131,-278.990331071229,1741.798359798846,0
p,132,-278.0420730490096,1742.0120288950825,0
p,133,-276.80757390398054,1742.2537696071515,0
p,134,-275.86122713910606,1742.5244698081424,0
p,135,-275.20225739275713,1742.825027128206,0
p,136,-274.2547191701539,1743.1564292764592,0
p,137,-273.59348142218033,1743.5197175360852,0
p,138,-273.2182411798368,1743.9160653713038,0
p,139,-272.55352303799907,1744.3468123820974,0
p,140,-272.17466453768367,1744.8133528967787,0
p,141,-272.08183055261856,1745.3172609761316,0
p,142,-272.2756598448486,1745.8602793779792,0
p,143,-272.1816198707596,1746.4442619646832,0
p,144,-271.80034741185267,1747.0711398972708,0
p,145,-271.1320033510449,1747.7429916369404,0
p,146,-270.176272941528,1748.4620659263708,0
p,147,-269.5080115554208,1749.2307578634557,0
p,148,-268.55125831058405,1750.051614103904,0
p,149,-267.82649422207345,1750.818198319453,0
p,150,-267.33316161449045,1751.5307729353228,0
p,151,-267.07107178412286,1752.1908712252907,0
p,152,-266.46475813007055,1752.8013169794983,0
p,153,-265.51385201950404,1753.3626005287922,0
p,154,-264.79308306804023,1753.8728360745517,0
p,155,-263.72625515612924,1754.3314165405811,0
p,156,-262.8879159304586,1754.7352713218445,0
p,157,-262.27733054893366,1755.0826065368194,0
p,158,-261.89412559965706,1755.3729474696906,0
p,159,-261.16264162421646,1755.607161832801,0
p,160,-260.657960370498,1755.7835857860123,0
p,161,-260.3798764777676,1755.9018981653896,0
p,162,-260.3285430844683,1755.963132912919,0
p,163,-260.50447232458674,1755.9696732111577,0
p,164,-260.33289070857785,1755.9252271136431,0
p,165,-260.389766938918,1755.8310016312573,0
p,166,-260.10014001605947,1755.6895382412254,0
p,167,-260.03979161093923,1755.5009432176473,0
p,168,-260.2092214805024,1755.266661279158,0
p,169,-260.6092953326737,1754.9894473192549,0
p,170,-261.24124756274983,1754.6733180051908,0
p,171,-262.10668510881897,1754.3234820352484,0
p,172,-262.63194611451434,1753.946247330141,0
p,173,-263.39412025744303,1753.545630032766,0
p,174,-264.39503461477165,1753.1267476917399,0
p,175,-265.63690532842213,1752.6957045425618,0
p,176,-266.54669769590873,1752.2594482975462,0
p,177,-267.1264922348671,1751.8228650094702,0
p,178,-267.9534842457277,1751.389028011,0
p,179,-268.45398098446674,1750.9619500229041,0
p,180,-268.629407595152,1750.5440254663226,0
p,181,-268.480660957989,1750.1361985065103,0
p,182,-268.58375611187023,1749.7380675236564,0
p,183,-268.93947289093035,1749.3502714752753,0
p,184,-268.97335802139224,1748.9744288062573,0
p,185,-269.26172578088523,1748.6108804316038,0
p,186,-269.8056608123637,1748.260921759944,0
p,187,-270.0310209498978,1747.9267175258256,0
p,188,-269.93878972133115,1747.6092497688671,0
p,189,-269.52943051768017,1747.3084304181152,0
p,190,-269.37853309766615,1747.0231528932038,0
p,191,-268.91081849769677,1746.753226916773,0
p,192,-268.701780767728,1746.497454064484,0
p,193,-268.75169191159483,1746.25554335829,0
p,194,-269.06124884931586,1746.0280869938458,0
p,195,-269.05592889347633,1745.8165031238834,0
p,196,-268.73633908051323,1745.6212282417187,0
p,197,-268.67821654330606,1745.441785566455,0
p,198,-268.88208180891144,1745.278531676991,0
p,199,-268.7732400739132,1745.1326127704751,0
p,200,-268.3521289101028,1745.0043005699786,0
p,201,-268.1943185730465,1744.8930412041482,0
p,202,-268.3001661667424,1744.7990741044462,0
p,203,-268.09481650255606,1744.7234016437305,0
p,204,-268.1541949362267,1744.666226381456,0
p,205,-268.4790165036891,1744.6284943343528,0
p,206,-269.0704338753918,1744.6118352824203,0
p,207,-269.35439373977545,1744.6184662016663,0
p,208,-269.3319829177214,1744.6498575875048,0
p,209,-269.57942934981753,1744.7068548638777,0
p,210,-269.5221140996959,1744.7908987591113,0
p,211,-269.73620786145636,1744.9028786024917,0
p,212,-269.6470372426726,1745.0442478442433,0
p,213,-269.8307206046238,1745.215976841153,0
p,214,-269.71253480819206,1745.4195708509615,0
p,215,-269.2929042077511,1745.6561158043035,0
p,216,-268.57175486110617,1745.926326524224,0
p,217,-268.1241607177392,1746.2305410238178,0
p,218,-267.3743553638608,1746.5696488414374,0
p,219,-266.8758727363727,1746.9054484837338,0
p,220,-266.6284557083571,1747.2383810190433,0
p,221,-266.6322563856341,1747.5699264668701,0
p,222,-266.88783652193143,1747.9025974284446,0
p,223,-266.82052277012957,1748.239903553215,0
p,224,-267.0064077846219,1748.584038997364,0
p,225,-267.4463517828508,1748.9381908052696,0
p,226,-268.1416310989553,1749.3064806182417,0
p,227,-268.51829523255475,1749.693874662263,0
p,228,-268.5775197183844,1750.1041336463127,0
p,229,-268.89560664654215,1750.5399537143246,0
p,230,-268.8979906738498,1751.0049227332008,0
p,231,-268.5852350779263,1751.501662887881,0
p,232,-268.5330320834531,1752.0319002313065,0
p,233,-268.16620926351584,1752.5982816549247,0
p,234,-267.4847237820203,1753.202595012702,0
p,235,-266.57955710696046,1753.727764190935,0
p,236,-265.4500699803021,1754.1783138368178,0
p,237,-264.0952684509687,1754.5600669574842,0
p,238,-263.0894469165771,1754.8801036737316,0
p,239,-261.8561574094109,1755.1428617440938,0
p,240,-260.3942364128048,1755.3540621219263,0
p,241,-259.27780115384184,1755.5206536067622,0
p,242,-257.9302233471128,1755.64711254901,0
p,243,-256.35015088551967,1755.739163585793,0
p,244,-255.11150364102136,1755.803708156772,0
p,245,-253.63745205517125,1755.845360871729,0
p,246,-251.92643324707083,1755.869926170793,0
p,247,-250.55214631581583,1755.8843079191247,0
p,248,-249.51318235691033,1755.8933245921212,0
p,249,-248.2330250133254,1755.8998827254084,0
p,250,-246.71041372097827,1755.908077883487,0
p,251,-245.51934004392504,1755.9231154613956,0
p,252,-244.65868373739525,1755.948441242834,0
p,253,-244.12785917228493,1755.9858783879006,0
p,254,-243.35116910514884,1756.035699197515,0
p,255,-242.328163756856,1756.0993849733884,0
p,256,-241.05799325988124,1756.1795968681283,0
p,257,-239.53940526392992,1756.2801197797273,0
p,258,-238.34638773666018,1756.405778026304,0
p,259,-237.47781063372497,1756.5599359143496,0
p,260,-236.9330720160618,1756.7446348067774,0
p,261,-236.13645165712057,1756.9606667821683,0
p,262,-235.08746467768754,1757.209956624203,0
p,263,-234.36086023653144,1757.4955298968441,0
p,264,-233.95626725449117,1757.819220383782,0
p,265,-233.87384057999495,1758.1817167994311,0
p,266,-233.5386147619251,1758.582546766215,0
p,267,-233.52650402139136,1759.022361403427,0
p,268,-233.26265702923243,1759.5006050383297,0
p,269,-233.32310412944125,1760.017862975574,0
p,270,-233.13311135605238,1760.5734558748586,0
p,271,-232.69318258141257,1761.167865256746,0
p,272,-232.00341462711071,1761.8027760536186,0
p,273,-231.06349753121674,1762.4810911743093,0
p,274,-229.87271369418247,1763.206918208291,0
p,275,-228.42993591753574,1763.9855277772149,0
p,276,-226.7336243686394,1764.823282422887,0
p,277,-225.35746879859215,1765.727534308001,0
p,278,-224.30003409345994,1766.7044613427709,0
p,279,-222.98475974987355,1767.759245110444,0
p,280,-221.98595429402116,1768.8981325451587,0
p,281,-221.18952371345,1769.8954340387766,0
p,282,-220.01917774035766,1770.7502639066518,0
p,283,-219.0493567055096,1771.4578034953977,0
p,284,-218.27915896638441,1772.0145821627489,0
p,285,-217.13233766982904,1772.4185100102932,0
p,286,-216.18337593967274,1772.6634295028634,0
p,287,-215.4314089445822,1772.7445307057424,0
p,288,-214.8758670426808,1772.6583749917831,0
p,289,-213.94082743871581,1772.4029091141308,0
p,290,-213.2010958719615,1771.9718793836757,0
p,291,-212.82189142219383,1771.4800267362002,0
p,292,-212.2278808546578,1770.9242019460469,0
p,293,-211.99469039380608,1770.3027777223463,0
p,294,-211.5472128125898,1769.6110214730743,0
p,295,-210.88565497720606,1768.8457024826382,0
p,296,-210.00989228493498,1768.0050902719129,0
p,297,-208.9194682356806,1767.0889395388463,0
p,298,-208.18923913932184,1766.0984614983129,0
p,299,-207.2433271800437,1765.0317498132897,0
p,300,-206.08116556499195,1763.888352671825,0
p,301,-204.65965288009076,1762.8168327175567,0
p,302,-203.55319781656223,1761.8160899947118,0
p,303,-202.76107943351502,1760.8841896681502,0
p,304,-202.28309299505952,1760.0184378566255,0
p,305,-201.54390356687668,1759.2153974719959,0
p,306,-201.11903965555305,1758.472639220222,0
p,307,-200.43325353840203,1757.7869636504252,0
p,308,-200.06216145701364,1757.156165726387,0
p,309,-200.00625015625383,1756.5772367683508,0
p,310,-199.69087717708598,1756.0463021880146,0
p,311,-199.1166201608702,1755.5604495356063,0
p,312,-198.2836320303114,1755.1177666804374,0
p,313,-197.76728765030737,1754.7173474280362,0
p,314,-197.56783493427548,1754.3573688304036,0
p,315,-197.1103949750754,1754.0350587009298,0
p,316,-196.39531203236965,1753.7486309497403,0
p,317,-195.42250814015867,1753.4973077969746,0
p,318,-194.19148290682398,1753.281310133612,0
p,319,-192.70131223851257,1753.1018159282714,0
p,320,-191.5262922855216,1752.9608859494688,0
p,321,-190.66558952779127,1752.8596288457372,0
p,322,-189.54324027544988,1752.7982968486285,0
p,323,-188.7341432557078,1752.7780404690252,0
p,324,-187.662419417166,1752.799206107768,0
p,325,-186.32740403459675,1752.8630229404844,0
p,326,-184.65238723333383,1752.8953215623349,0
p,327,-183.21130420306133,1752.889840668262,0
p,328,-182.0028210259981,1752.8414580806107,0
p,329,-181.02597684295932,1752.746264554751,0
p,330,-180.28018085451248,1752.6016150591674,0
p,331,-179.7652104605408,1752.4061588801146,0
p,332,-178.90556428278083,1752.15984938056,0
p,333,-178.2764848294816,1751.8602837176486,0
p,334,-177.30228907654035,1751.5063568008502,0
p,335,-175.98239137599256,1751.0945739051917,0
p,336,-174.8913039338732,1750.6189760961656,0
p,337,-173.4526109680634,1750.0748456057368,0
p,338,-172.24063992955718,1749.454868215667,0
p,339,-170.7435771969832,1748.8874689198603,0
p,340,-169.53557807210413,1748.3709669841357,0
p,341,-168.03998417720356,1747.9036957091798,0
p,342,-166.83095318275022,1747.4840464763881,0
p,343,-165.90747130755489,1747.110497612922,0
p,344,-164.69335161108003,1746.781709996081,0
p,345,-163.76321825379168,1746.4963520557749,0
p,346,-163.11651961963136,1746.2533158572462,0
p,347,-162.17752733345768,1746.0517674413995,0
p,348,-161.52132141776775,1745.8908482244353,0
p,349,-160.5721577577464,1745.7699881269853,0
p,350,-159.32945330437562,1745.6885640894423,0
p,351,-158.3677852299211,1745.645838339405,0
p,352,-157.68654992786932,1745.6413698940719,0
p,353,-157.28560815252123,1745.675071330584,0
p,354,-156.5896384813751,1745.7472219028475,0
p,355,-155.59847726883177,1745.8579782485156,0
p,356,-154.88711841900434,1746.0073579765888,0
p,357,-154.45537283563255,1746.1957505584087,0
p,358,-154.30351433237252,1746.4239368582582,0
p,359,-154.43228015773056,1746.6930655482188,0
p,360,-154.26722611477015,1747.0045860302205,0
p,361,-153.80906782558998,1747.3598166157597,0
p,362,-153.05803548612857,1747.7600221468876,0
p,363,-152.58952047659707,1748.2064416259325,0
p,364,-152.40373583940865,1748.7006375700023,0
p,365,-151.92571666770328,1749.2444805817288,0
p,366,-151.15566028351182,1749.8398395260267,0
p,367,-150.09328025965672,1750.4886077087788,0
p,368,-149.3134522653255,1751.1926796810383,0
p,369,-148.2402274531326,1751.9542825556548,0
p,370,-146.8728173692369,1752.7756197619767,0
p,371,-145.20994655889731,1753.6587967145279,0
p,372,-143.8254971049229,1754.6056952036347,0
p,373,-142.71816615902438,1755.6185429132738,0
p,374,-141.31146341242018,1756.7000456135215,0
p,375,-140.1796962469844,1757.852646039224,0
p,376,-138.74633450487548,1759.0793429146693,0
p,377,-137.58564248077482,1760.3828015058955,0
p,378,-136.1210429440541,1761.7663225764697,0
p,379,-134.92674983370134,1763.2327984599551,0
p,380,-133.93596708563183,1764.5470336947642,0
p,381,-132.68286032946364,1765.9411261753044,0
p,382,-131.16629317509566,1767.4216815505963,0
p,383,-129.96034101781294,1768.9962120164894,0
p,384,-129.063943387808,1770.6715962425044,0
p,385,-127.9009031211868,1772.4542155507136,0
p,386,-126.47022960835551,1774.3514239679748,0
p,387,-125.34613653431768,1776.371485681145,0
p,388,-123.85996812559945,1778.3375388279696,0
p,389,-122.58577952260583,1780.2471899084978,0
p,390,-121.52231046538269,1782.0994847392615,0
p,391,-120.0929809561328,1783.8949787348065,0
p,392,-118.87194509595739,1785.6308132392066,0
p,393,-117.85803320065526,1787.3056262194837,0
p,394,-117.0503939881216,1788.9196129618888,0
p,395,-116.44849158233885,1790.474574737495,0
p,396,-115.47645734466002,1791.9739565157233,0
p,397,-114.13350653329836,1793.4176856332313,0
p,398,-112.99394001596579,1794.802076446605,0
p,399,-112.05672356496103,1796.125028017808,0
p,400,-110.74548417978251,1797.3860709105772,0
p,401,-109.63457980424275,1798.5809767452208,0
p,402,-108.72302641585732,1799.7071229384076,0
p,403,-108.19822976605735,1800.6972889731305,0
p,404,-107.48463193522642,1801.553751662677,0
p,405,-107.15769170383636,1802.2803623684085,0
p,406,-106.64214015742132,1802.8765596306728,0
p,407,-105.938079078628,1803.3433635797837,0
p,408,-105.04533505101345,1803.6833851692393,0
p,409,-104.53910508999638,1803.9008296831869,0
p,410,-103.8438584748667,1803.9955122622857,0
p,411,-102.95943444109862,1803.9688567135136,0
p,412,-101.88539531220495,1803.823894320538,0
p,413,-100.62102488252995,1803.565256753679,0
p,414,-99.16532577849527,1803.1991626588529,0
p,415,-97.51701580000982,1802.7333972228944,0
p,416,-96.2501695186311,1802.177283716561,0
p,417,-95.36377592703526,1801.5359558626328,0
p,418,-94.28174127721745,1800.8104799883665,0
p,419,-93.00332627381192,1800.0035787588488,0
p,420,-91.52749711366306,1799.1196060128063,0
p,421,-89.85292174780545,1798.164513187607,0
p,422,-87.97796509968518,1797.1458061848516,0
p,423,-86.47632952388378,1796.0724911795935,0
p,424,-84.7709823024956,1794.9497582302374,0
p,425,-83.43586924000107,1793.7843551588337,0
p,426,-81.89420215839108,1792.5794264236931,0
p,427,-80.14452055588188,1791.3397155135806,0
p,428,-78.18504024880542,1790.0715023843572,0
p,429,-76.58929351021224,1788.782526611218,0
p,430,-74.78007396685366,1787.4771829785775,0
p,431,-73.33113192198168,1786.1613671825776,0
p,432,-72.24112544053139,1784.837859565906,0
p,433,-70.93362249087077,1783.506491110925,0
p,434,-69.40749677405294,1782.168700635081,0
p,435,-68.23692394681788,1780.8274705008077,0
p,436,-66.80707352801146,1779.612950818648,0
p,437,-65.69229240184896,1778.5237202087235,0
p,438,-64.89179775156025,1777.5576822030057,0
p,439,-63.829676586932855,1776.7121486594779,0
p,440,-62.505232132277655,1775.9856093913208,0
p,441,-61.49298212755531,1775.3776651915312,0
p,442,-60.2166648208209,1774.887359544175,0
p,443,-59.15601924435267,1774.3482655235919,0
p,444,-57.7345996703643,1773.7545839947632,0
p,445,-56.52669591564491,1773.0973781990474,0
p,446,-55.53128447482239,1772.3691741695359,0
p,447,-54.74767128157063,1771.5639896541675,0
p,448,-54.17548931018002,1770.6773491698714,0
p,449,-53.239051028582516,1769.7062860295039,0
p,450,-52.513400858592206,1768.6445263958196,0
p,451,-51.422615339598714,1767.4872757877718,0
p,452,-50.046635873867665,1766.442023185073,0
p,453,-48.95974450897497,1765.5054783703456,0
p,454,-47.585409663223956,1764.6745763463482,0
p,455,-45.92226977615295,1763.9465232350583,0
p,456,-44.544131139120644,1763.318649402314,0
p,457,-43.449626092148065,1762.7885274514679,0
p,458,-42.63785694069835,1762.3541000216746,0
p,459,-41.53274807855165,1762.0137614341634,0
p,460,-40.77487579282331,1761.6430165395473,0
p,461,-39.788383575645305,1761.241562871774,0
p,462,-38.572698154632654,1760.8105009687488,0
p,463,-37.702527661569526,1760.3522997690018,0
p,464,-36.60183639417563,1759.867072636543,0
p,465,-35.269867605958126,1759.356301846898,0
p,466,-34.28114112082577,1758.8227921050993,0
p,467,-33.05943071038505,1758.267083564109,0
p,468,-31.603783564065086,1757.6910377303027,0
p,469,-30.488517339637827,1757.0977774113144,0
p,470,-29.13720073009032,1756.4882729288533,0
p,471,-28.124315262258133,1755.8647515438322,0
p,472,-26.873592203076754,1755.2274016867625,0
p,473,-25.90683316176716,1754.6613742887982,0
p,474,-24.6477642739097,1754.164602297233,0
p,475,-23.095273847924535,1753.7350395885564,0
p,476,-21.823410763541585,1753.3705402234834,0
p,477,-20.255396342170194,1753.0692753737715,0
p,478,-18.38960831882209,1752.8292033557148,0
p,479,-16.22393252966793,1752.6478940129991,0
p,480,-13.755760496084875,1752.5222994013272,0
p,481,-10.981986824653664,1752.448469096845,0
p,482,-8.474652940684269,1752.4212084242845,0
p,483,-6.230598911420022,1752.4353386706352,0
p,484,-3.671456716828386,1752.4859622434126,0
p,485,-1.3696395066362679,1752.5666975458241,0
p,486,0.6776575099446702,1752.671535094099,0
p,487,2.472817585162848,1752.7950531110712,0
p,488,4.017808487662365,1752.932594921399,0
p,489,5.314187692598447,1753.0804114440461,0
p,490,6.9387528827822855,1753.2357715780547,0
p,491,8.317540173240042,1753.3943185210223,0
p,492,9.451831118128311,1753.5527301703814,0
p,493,10.918156340493935,1753.7088055411366,0
p,494,12.142289525583319,1753.8585752836332,0
p,495,13.125257715715714,1753.9991990239007,0
p,496,13.867698039104864,1754.1290316236834,0
p,497,14.9455058666342,1754.2476643297155,0
p,498,16.359470378672636,1754.3528253167176,0
p,499,17.535274291604445,1754.4402831287318,0
p,500,19.00333104803139,1754.5962111443105,0
p,501,20.189443645881106,1754.8206035899832,0
p,502,21.0304077696565,1755.0000322210449,0
p,503,21.526518267142773,1755.1362545274399,0
p,504,22.253167431695392,1755.2286864748355,0
p,505,22.634821901223596,1755.2780773647642,0
p,506,23.24669195648781,1755.282827594652,0
p,507,24.08870789633169,1755.242670138529,0
p,508,25.161166089374397,1755.1586742319066,0
p,509,25.88908364162682,1755.0332293932609,0
p,510,26.848221846385552,1754.866392004846,0
p,511,27.463417905317915,1754.6595416804441,0
p,512,28.31025353972357,1754.4117616783037,0
p,513,29.389033431915422,1754.1234571970153,0
p,514,30.70043245714906,1753.7963357412639,0
p,515,32.33554819678484,1753.4910710663437,0
p,516,34.29605040690307,1753.20236021149,0
p,517,36.00848896450856,1752.9233024883015,0
p,518,37.47465295490225,1752.6478854195223,0
p,519,38.695929315979654,1752.3711028939179,0
p,520,39.68251280947766,1752.05771891857,0
p,521,41.01075168840581,1751.7040941763007,0
p,522,42.10624654001119,1751.3043340108206,0
p,523,43.50667245033958,1750.953192331198,0
p,524,44.63789142987866,1750.647617273268,0
p,525,46.07661310786328,1750.3851699599436,0
p,526,47.24876079945017,1750.1627314174195,0
p,527,48.15546387409114,1749.9778401863769,0
p,528,49.373060360327614,1749.8287839531006,0
p,529,50.90275325943049,1749.7130759325416,0
p,530,52.17061140692293,1749.6273160076403,0
p,531,53.177918189557516,1749.56882832282,0
p,532,54.501174666055796,1749.5357623615193,0
p,533,55.56610692375949,1749.5252408485103,0
p,534,56.37366282195967,1749.5352401572104,0
p,535,56.92436812515929,1749.5646627965639,0
p,536,57.793974129132565,1749.6133774222621,0
p,537,58.98310790974725,1749.6801660493352,0
p,538,59.91727258312352,1749.7626504853488,0
p,539,60.597199857231246,1749.8593996267805,0
p,540,61.5988519572284,1749.9699844865688,0
p,541,62.3474238758391,1750.0927459089712,0
p,542,62.84334329714873,1750.2270394138898,0
p,543,63.66227174419455,1750.373267659309,0
p,544,64.80475151582992,1750.5305631160224,0
p,545,66.27185208933491,1750.6967243441777,0
p,546,67.48952404224934,1750.868089194354,0
p,547,68.4589564545419,1751.0419694237858,0
p,548,69.18093390756738,1751.2167349234976,0
p,549,70.23148494952193,1751.3918692641087,0
p,550,71.03587856678972,1751.565300155969,0
p,551,71.59463015687714,1751.7360781161844,0
p,552,71.90785672276527,1751.9044128197781,0
p,553,72.55092348086845,1752.071683058528,0
p,554,73.52408414651431,1752.2376839237102,0
p,555,74.26200243187391,1752.3686696499435,0
p,556,74.7652068718677,1752.4631029909824,0
p,557,75.03385015725192,1752.5207180196373,0
p,558,75.06770960691094,1752.5425299482065,0
p,559,74.86618647936574,1752.530823438194,0
p,560,75.00395040399985,1752.4891190806786,0
p,561,75.48056817293974,1752.4188393826776,0
p,562,76.29615022946622,1752.3193621603943,0
p,563,77.35813485305083,1752.2219117148318,0
p,564,78.09192305073732,1752.1291735435784,0
p,565,79.07367598620651,1752.0422932779725,0
p,566,79.72866577688032,1751.963524136603,0
p,567,80.05727980596667,1751.893661047428,0
p,568,80.0593744856295,1751.8320868956234,0
p,569,80.30992151550318,1751.776754654233,0
p,570,80.23300424688425,1751.7267348754326,0
p,571,80.40346666346385,1751.6796123641159,0
p,572,80.82090865004872,1751.6340935101116,0
p,573,81.48533113728796,1751.5900325462944,0
p,574,82.39713610430563,1751.5484308832836,0
p,575,83.5571277124481,1751.511409520679,0
p,576,84.39086827953477,1751.482153939682,0
p,577,84.89960264598062,1751.4638669577093,0
p,578,85.6591425434845,1751.456918967425,0
p,579,86.09441598993934,1751.4627656415396,0
p,580,86.78111505293349,1751.4815430201404,0
p,581,87.7196955306047,1751.5144680735216,0
p,582,88.33537818802998,1751.563806523852,0
p,583,89.20414966543171,1751.6305528442338,0
p,584,89.75111756691138,1751.7167414797732,0
p,585,90.55215655583362,1751.8231974505973,0
p,586,91.03226410726336,1751.9517788321214,0
p,587,91.76720571965424,1752.1031841043668,0
p,588,92.75751741205445,1752.2791402704725,0
p,589,94.00415340416392,1752.4823650533313,0
p,590,94.93284231508727,1752.716497617914,0
p,591,95.5444389906015,1752.9840892036077,0
p,592,96.41492491341481,1753.2867054418855,0
p,593,96.96941386506538,1753.626865984981,0
